full_name,credentials,city,state_full,state_code,province,country,website_url,submitted_by,comments,source_region
Kevin Gordon,,Arlington,Texas,TX,,,http://trinityparksurgerycenter.com/,Patient submitted,,United States
Joshua N. Splinter,,Athens,Texas,TX,,,https://uthealthathens.com/provider/joshua-n-splinter-md,Patient submitted ,,United States
Alinda R. Cox,,Austin,Texas,TX,,,https://www.austinregionalclinic.com/doctors/alinda-cox,Patient submitted,,United States
Caroline Kaufman,,Austin,Texas,TX,,,https://www.austinregionalclinic.com/doctors/caroline-carrie-kaufman,,,United States
Diana Wang,,Austin,Texas,TX,,,https://www.violetcrownobgyn.com/,,,United States
Fiona Esfandiari,,Austin,Texas,TX,,,https://www.aaobgyn.com/provider-bio/fiona-esfandiari-md,,,United States
Julia Voelkl,,Austin,Texas,TX,,,https://www.austinregionalclinic.com/doctors/julia-voelkl,,,United States
Leah Tatum,,Austin,Texas,TX,,,https://www.austinregionalclinic.com/doctors/leah-tatum,,,United States
Lisa Jukes,,Austin,Texas,TX,,,,Patient submitted ,,United States
Mahta Rouhani Binayao,,Austin,Texas,TX,,,,,,United States
Robert Cowan,,Austin,Texas,TX,,,,Patient submitted ,,United States
Romy Ghosh,,Austin,Texas,TX,,,https://www.austinregionalclinic.com/doctors/romy-ghosh,,,United States
Shaila Patel,,Austin,Texas,TX,,,https://austinobgyn.womenshealthtx.com/provider/shaila-patel-md/,,,United States
Tara Cherry,,Austin,Texas,TX,,,,Patient submitted ,,United States
Tyler Handcock,,Austin,Texas,TX,,,,,,United States
Woman’s Health Domain (all Docs),,Austin,Texas,TX,,,https://www.whdatx.com/contact-us,,,United States
Marco Uribe,,Austin,Texas,TX,,,https://www.aaobgyn.com/provider-bio/marco-uribe-md,Patient submitted,,United States
Rachel C. Fresques,,Austin,Texas,TX,,,https://www.austinregionalclinic.com/doctors/rachel-fresques?featuretab=booknow&utm_source=online-directory&utm_campaign=yext&utm_content=rachel-fresques-book-appt,,,United States
Joshua R. Shaffer,,Austin,Texas,TX,,,https://healthcare.ascension.org/find-care/provider/1396366043/joshua-shaffer,,,United States
Allison A. Urrutia,,Austin,Texas,TX,,,https://www.austinregionalclinic.com/doctors/allison-urrutia?featuretab=booknow&utm_source=online-directory&utm_campaign=yext&utm_content=allison-urrutia-book-appt,Patient submitted,,United States
Sherry Neyman,,Austin,Texas,TX,,,http://renaissancewomens.com/,Patient submitted,,United States
Christopher Seeker,,Austin,Texas,TX,,,https://aaobgyn.com/provider-bio/christopher-seeker/,Patient submitted,,United States
Mckenna A. Williamson,,Austin,Texas,TX,,,https://www.austinregionalclinic.com/doctors/mckenna-williamson?featuretab=booknow&utm_source=online-directory&utm_campaign=yext&utm_content=mckenna-williamson-book-appt,Patient submitted,,United States
Margaret Landwermeyer,,Austin,Texas,TX,,,https://www.hillcountryobgyn.com/margaret-landwermeyer-md-facog,Patient submitted,,United States
Manisha Parikh,,Bedford,Texas,TX,,,,Patient submitted ,,United States
Gabrielle Rich,,Big Spring,Texas,TX,,,https://providers.steward.org/s/affiliation/a0d5Y00001WQwgsQAD/gabrielle-rich-1501-west-eleventh-place-suite-200-big-spring-tx-79720-scenic-m?utm_keyword=1356720924&utm_campaign=yext-listing&utm_medium=local&utm_source=gmb,,,United States
Brenda Chao,,Cedar Park,Texas,TX,,,https://www.cedarparkregional.com/find-a-doctor/chao-brenda-md-18722,,,United States
Noe Lira,,Corpus Christi,Texas,TX,,,,Patient submitted ,,United States
Romulo Corrada,,Corpus Christi,Texas,TX,,,https://obgyncorpuschristi.com/obgyn-doctors/,Patient submitted,,United States
Sophia Ommani,,Corpus Christi,Texas,TX,,,https://ccmedicalcenter.com/physicians/profile/Dr-Sophia-J-Ommani-MD,Patient submitted ,,United States
Ann Lutich,,Dallas,Texas,TX,,,https://utswmed.org/doctors/ann-lutich/,Patient submitted,,United States
Chad Simmons,,Dallas,Texas,TX,,,,Patient submitted ,,United States
Helen Onoriode,,Dallas,Texas,TX,,,https://www.texashealth.org/Providers/Affiliated/HealthCare-Clinics/ObstetricsGynecology/helen-oghenekevwe-onoriode-md,Patient submitted ,,United States
Jennifer Teague,,Dallas,Texas,TX,,,,,"Resources for low income, LGBTQ+ friendly",United States
Joy Susanne,,Dallas,Texas,TX,,,https://womenshealthalliance.com/joy-s-peveto-md/,,,United States
Laura Rosenfield,,Dallas,Texas,TX,,,,Patient submitted ,,United States
Lauren Wells,,Dallas,Texas,TX,,,https://magnolia-obgyn.com/our-doctors/,,,United States
Maria F Lanasa,,Dallas,Texas,TX,,,https://utswmed.org/doctors/maria-lanasa/,Patient submitted,,United States
María Florián-roiguez,,Dallas,Texas,TX,,,,,,United States
Mark J. Godat,,Dallas,Texas,TX,,,https://www.drmarkgodat.com/our-team,Patient submitted,,United States
Melissa Crochet,,Dallas,Texas,TX,,,https://utswmed.org/doctors/melissa-crochet/,Patient submitted,Trans knowledgeable,United States
Kimberly Kho,,Dallas,Texas,TX,,,https://utswmed.org/doctors/kimberly-kho/,Patient submitted,,United States
Colin E. Koon,,Dallas,Texas,TX,,,https://www.texasoncology.com/gynecologic-oncologist/colin-koon,Patient submitted ,,United States
Amber Darr,,Dallas,Texas,TX,,,https://www.medicalcityhealthcare.com/physicians/profile/Dr-Amber-Darr-MD,Patient submitted ,,United States
Shannon Mccants,,Dallas,Texas,TX,,,,Patient submitted ,,United States
Amber Darr,,Dallas,Texas,TX,,,https://www.womenshealthalliance.com/physicians/profile/Dr-Amber-Darr-MD,Patient submitted,,United States
Juliana Lopez-klein,,Dallas/plano,Texas,TX,,,,,,United States
Joseph Valenti,,Denton,Texas,TX,,,https://cfwdenton.com/,,LGBTQ+ friendly,United States
Laura Finger,,Denton,Texas,TX,,,https://cfwdenton.com/physicians/profile/Dr-Laura-S-Finger-MD,Patient submitted,Trans knowledgeable,United States
Monica Popov,,Denton,Texas,TX,,,https://cfwdenton.com/,,LGBTQ+ friendly,United States
Laura Finger,,Denton,Texas,TX,,,https://cfwdenton.com/,,,United States
Stephanie Mishaw,,El Paso,Texas,TX,,,,Patient submitted ,,United States
Jennifer Orr,,El Paso,Texas,TX,,,https://www.providencemedicalpartners.com/find-a-doctor/detail/jennifer-orr-1639361603,Patient submitted,,United States
Thomas Fliedner,,Flower Mound,Texas,TX,,,,Patient submitted ,,United States
Gladys Tse,,Fort Worth,Texas,TX,,,,Patient submitted ,,United States
Heather Neville,,Fort Worth,Texas,TX,,,https://www.obgynson8th.com/provider/heather-neville-md,,,United States
Jennifer Mcleland,,Fort Worth,Texas,TX,,,,,,United States
Rebecca Rogers,,Fort Worth,Texas,TX,,,,,,United States
Catherine Bevan,,Fort Worth,Texas,TX,,,https://www.txhealthcare.com/providers/catherine-bevan-md/,,,United States
Robert M. Howell,,Fort Worth,Texas,TX,,,https://www.whmg.net/robert-m-howell-m-d,Patient submitted,,United States
Traci Bartkus,,Fort Worth,Texas,TX,,,https://www.fortworthobgyn.com/meet-the-team/dr-traci-bartkus/,,LGBTQ+ friendly ,United States
Ashita Gehlot,,Fort Worth,Texas,TX,,,https://www.fortworthobgyn.com/provider/ashita-gehlot-md-facog,,,United States
James Herd,,Fort Worth,Texas,TX,,,https://www.thcobstetricsandgynecology.com/doctors/dr-james-herd/,Patient submitted,,United States
Cynthia A. English,,Fort Worth,Texas,TX,,,https://www.forthworthobgyn.com/provider/cynthia-a-english-do,Patient submitted,,United States
Alicia Larsen,,Fort Worth,Texas,TX,,,https://thcobgyn.com/alicia-larsen-md/,Patient submitted,,United States
Elise H. Rex,,Fort Worth,Texas,TX,,,https://www.graceobgyntx.com/meet-our-team/dr-elise-hull/,,,United States
Alisa Ward,,Frisco,Texas,TX,,,,,,United States
Heather Bartos,,Frisco,Texas,TX,,,https://beagreatwoman.com/providers/,,,United States
Jennifer Gulick,MD,Frisco,Texas,TX,,,,,,United States
Karen Edwards-key,MD,Frisco,Texas,TX,,,,,,United States
Laura M. Bradley,,Frisco,Texas,TX,,,https://www.ovationobgyn.com/doctors/laura-marie-bradley-md-facog-obgyn/,,,United States
Hina Khan,,Frisco,Texas,TX,,,https://www.myprivia.com/legacyobgyn/providers/hina-khan-md,,,United States
Suneet K. Flora,,Frisco,Texas,TX,,,https://www.medicalcityhealthcare.com/physicians/profile/Dr-Suneet-K-Flora-MD,,,United States
Arminda Callejas-weinz,,Frisco,Texas,TX,,,https://www.medicalcityhealthcare.com/physicians/profile/Dr-Arminda-Callejas-MD,Patient submitted,"LGBTQ+ friendly, speaks Spanish ",United States
Amy Klein,,Gainesville,Texas,TX,,,https://www.vitalitywomenshealthcare.com/dr-amy-klein/,Patient submitted,,United States
Zaira Jorai-khan,,Gainesville,Texas,TX,,,https://www.bswhealth.com/physician/zaira-jorai-khan,,,United States
Truong Chinh Nguyen,,Galveston,Texas,TX,,,https://doctors.utmbhealth.com/providersearch/default/?id=007323,Patient submitted,,United States
Tiffany Rhea Jackson,,Garland,Texas,TX,,,https://www.bswhealth.com/physician/tiffany-jackson,Patient submitted,,United States
Jennifer Rogers,,Georgetown,Texas,TX,,,https://georgetowntexasobgyn.com/dr-jennifer-rogers/,Patient submitted ,,United States
Marie Hollis,,Greenville,Texas,TX,,,http://www.greenvilleobgynclinic.com/providers.htm,Patient submitted,,United States
Laura C. Flores-roiguez,,Harlingen,Texas,TX,,,https://www.harlingenmedicalcenter.com/find-a-provider/laura-c-flores-rodriguez-md/,,,United States
Alexana Pellicena,,Houston,Texas,TX,,,,,,United States
Emma Carroll,,Houston,Texas,TX,,,https://www.kelsey-seybold.com/find-a-houston-doctor/emma-carroll-obgyn,,,United States
Allan R. Katz,,Houston,Texas,TX,,,https://memorialhermann.org/doctors/ob-gyns/dr-allan-katz-md-1518986009,Patient submitted ,,United States
Alvaro I. Montealegre,,Houston,Texas,TX,,,https://www.utphysicians.com/provider/alvaro-i-montealegre/,Patient submitted ,,United States
Kathy Sander,,Houston,Texas,TX,,,https://www.kelsey-seybold.com/find-a-houston-doctor/kathy-sander-obgyn?utm_source=googlemybusiness&utm_medium=backlink&utm_campaign=provider-bios&eid=200000351,Patient submitted,,United States
Jason Cooper,,Houston,Texas,TX,,,https://www.myprivia.com/obgynmedicalcenter/providers/dr-jason-cooper,Patient submitted,,United States
Aian Harvey Mass,,Houston,Texas,TX,,,,,,United States
Barbara Rose Fogiel,,Houston,Texas,TX,,,https://www.memorialhermann.org/doctors/ob-gyns/dr-barbara-fogiel-md-1134123169,Patient submitted,,United States
Beth Davis,,Houston,Texas,TX,,,https://womanshospital.com/physicians/profile/Dr-Beth-R-Davis-MD,,,United States
Devyn Demaree,,Houston,Texas,TX,,,https://women.texaschildrens.org/provider/devyn-demaree-md,,,United States
Jenna Sassie,MD,Houston,Texas,TX,,,,,,United States
Jennie Ou,,Houston,Texas,TX,,,,,,United States
Kayla Lash,,Houston,Texas,TX,,,,Patient submitted ,,United States
Lisa Beard,,Houston,Texas,TX,,,https://completewomenscarecenter.com/physicians/profile/Dr-Lisa-F-Beard-MD,,,United States
Pallavi Nair,,Houston,Texas,TX,,,https://www.jointhecenter.org/providers/pallavi-nair-fairless-md,,,United States
Traci Desplinter,,Houston,Texas,TX,,,https://www.houstonmethodist.org/doctor/traci-desplinter/,,,United States
Lori H. Cavender,,Houston,Texas,TX,,,https://www.houstonmethodist.org/doctor/lori-h-cavender/,Patient submitted ,,United States
Anea Costello,,Houston,Texas,TX,,,https://www.kelsey-seybold.com/find-a-houston-doctor/andrea-costello-obgyn,,,United States
Jeff Livingston,,Irving,Texas,TX,,,https://macarthurmc.com/dr-jeff-livingston/,,,United States
Katelynn Dent,,Irving,Texas,TX,,,https://www.christushealth.org/find-a-doctor/katelynn-dent-23530,,Military only,United States
Kristin R. Lebrasseur,,Irving,Texas,TX,,,https://www.care.texashealth.org/Providers/Affiliated/MacArthur-Medical-Center-PLLC/General/kristin-rose-lebrasseur-do,,,United States
Suna Noora Burghul,,Irving,Texas,TX,,,https://www.care.texashealth.org/Providers/Affiliated/MacArthur-Medical-Center-PLLC/General/suna-noora-burghul-do,,,United States
Suna Burghul,,Irving,Texas,TX,,,https://macarthurmc.com/suna-burghul-do/,,LGBTQ+ friendly,United States
Alejana Perez-moore,,Lewisville,Texas,TX,,,https://northtexasobgyn.com/about/,,Performs sterilizations/hysterectomies on transgender patients ,United States
Diana Luts,,Lewisville,Texas,TX,,,,,,United States
Elizabeth Tidwell,,Longview,Texas,TX,,,https://www.dcol.net/provider/elizabeth-tidwell-m-d/,,,United States
Roxana Campano,,Lubbock,Texas,TX,,,,Patient submitted ,,United States
Cathy Gentry,,Lubbock,Texas,TX,,,https://www.providence.org/doctors/obstetrics-and-gynecology/tx/lubbock/cathy-gentry-1871013276,Patient submitted,,United States
Noelle Zavala,,Lubbock,Texas,TX,,,https://www.providence.org/doctors/obstetrics-and-gynecology/tx/lubbock/noelle-zavala-1821408089,Patient submitted,,United States
Shelly Hook,,Lubbock,Texas,TX,,,https://www.providence.org/doctors/obstetrics-and-gynecology/tx/lubbock/shelly-hook-1457542110?ls=provider&y_source=1_NDQxMzYwMTItNDgzLWxvY2F0aW9uLndlYnNpdGU%3D,Patient submitted ,,United States
Hazem Kanaan,,Mcallen,Texas,TX,,,https://www.allwomenmedicalclinic.com/,Patient submitted,,United States
Christi A. Kidd,,Mckinney,Texas,TX,,,https://adriaticawomenshealth.com/providers/christi-kidd/,Patient submitted,,United States
Gerald Luciani,,Mckinney,Texas,TX,,,https://www.bswhealth.com/physician/gerald-luciani,Patient submitted,,United States
Tracey Banks,,Mckinney,Texas,TX,,,,,,United States
Gerald Luciani,,Mckinney,Texas,TX,,,http://comprehensiveobgyntx.com/,Patient submitted ,,United States
Brady Locke,,Midland,Texas,TX,,,https://mwcobgyn.com/meet-our-providers/,Patient submitted,,United States
Sara Northrop,,Midlothian,Texas,TX,,,https://bloomgynecology.com/aboutdrnorthrop,Patient submitted,,United States
Emily Bullock,,Montgomery,Texas,TX,,,https://www.bullockmedspa.com/,,,United States
Hilary S. Currie,,Palestine,Texas,TX,,,https://www.palestineregional.com/find-a-doctor/provider/1760846083,,,United States
Bethany Elidge,,Pflugerville,Texas,TX,,,https://www.bswhealth.com/resident/bethany-eldridge,,,United States
Jonathan Pepper,,Pflugerville,Texas,TX,,,https://www.pflugerobgyn.com/,Patient submitted,,United States
Elizabeth Coronado,,Plano,Texas,TX,,,https://obgynplano.com/womens-doctors-physicians/elizabeth-coronado-md/,Patient submitted,,United States
David Baghdassarian,,Plano,Texas,TX,,,https://www.bswhealth.com/physician/david-baghdassarian,Patient submitted ,,United States
Kristin Tabor,,Plano,Texas,TX,,,https://www.obgynnorthdallas.com/meet-our-providers/,,,United States
Michelle Grundstrom,,Plano,Texas,TX,,,https://www.tebra.com/care/provider/michelle-grundstrom-md-1538797311,,"LGBTQ+ friendly, has performed gender-affirming hysterectomies",United States
Theresa Conyac,,Rockwall,Texas,TX,,,https://www.glowbgyn.com/provider/theresa-conyac-md-facog,Patient submitted ,,United States
Gabriela Zandomeni,,Rockwall,Texas,TX,,,https://www.crossroadswomenshealth.com/staff,Patient submitted ,Fluent in Spanish ,United States
Amanda Walters,,Round Rock,Texas,TX,,,,Patient submitted ,,United States
Kathleen (katie) Boswell,,Round Rock,Texas,TX,,,https://www.bswhealth.com/physician/kathleen-boswell,,,United States
Mary Beth Harrison,,Round Rock,Texas,TX,,,https://austinobgyn.womenshealthtx.com/provider/mary-beth-harrison-md/,Patient submitted,,United States
Jenny Wiggins-smith,,San Angelo,Texas,TX,,,https://www.shannonhealth.com/providers/jenny-wiggins-smith-do/,,,United States
Carlos Cardenas,,San Antonio,Texas,TX,,,https://www.drcvip.com/,Patient submitted,,United States
Charles Jeffreys,,San Antonio,Texas,TX,,,,Patient submitted,,United States
Erin Keyser,,San Antonio,Texas,TX,,,,,,United States
Jami Barnard,,San Antonio,Texas,TX,,,,Patient submitted ,,United States
Keisha Loftin,,San Antonio,Texas,TX,,,https://sahealth.com/physicians/profile/Dr-Keisha-L-Loftin-MD,Patient submitted,,United States
Luke Newton,,San Antonio,Texas,TX,,,,Patient submitted ,,United States
Melodie Zamora,,San Antonio,Texas,TX,,,https://www.baptisthealthsystem.com/find-a-doctor/detail/melodie-zamora-1649619578,,"Speaks spanish, LGBTQ+ friendly",United States
Michelle Mulow,,San Antonio,Texas,TX,,,https://baptistmedicalnetwork.com/michelle-muldrow-do/,,"Speaks Spanish, LGBTQ+ friendly",United States
Morgan Fisler,,San Antonio,Texas,TX,,,,Patient submitted ,,United States
Nistha Jajal,,San Antonio,Texas,TX,,,,,,United States
Patience Miller,,San Antonio,Texas,TX,,,https://www.patiencemillerobgyn.com/,Patient submitted,,United States
Ritu Dutta,,San Antonio,Texas,TX,,,https://www.baptisthealthsystem.com/test-fad-hide-search//detail/ritu-dutta-1093957573,,"Speaks Hindi, LGTBQ+ friendly",United States
Vincenzo Sabella,,San Antonio,Texas,TX,,,,Patient submitted ,,United States
Jose Farina,,San Antonio,Texas,TX,,,,Patient submitted,,United States
Nguyen Nguyen,,San Antonio,Texas,TX,,,https://communicaresa.org/healthcare-services/womens-health-services/obgyn-providers/,Patient submitted ,,United States
Jose M. Farina,,San Antonio,Texas,TX,,,https://health.usnews.com/doctors/jose-farina-441525,Patient submitted,,United States
Abigail Cain,,San Antonio,Texas,TX,,,https://directory.uthscsa.edu/academics/profile/caina3,,,United States
Paul Dente Ellis,,San Antonio,Texas,TX,,,https://willowobgyn.com/drpauldenteellis,,,United States
Viviana Ellis,,San Antonio,Texas,TX,,,https://www.legacywomenshealth.com/provider/viviana-ellis-md/,,Speaks Spanish,United States
Valentin Almendarez,,"San Antonio, Schertz",Texas,TX,,,https://acaciaobgyn.com/meet-our-team/valentin-almendarez-md/,Patient submitted,,United States
Jodi M. Brannen,,Seguin,Texas,TX,,,https://www.grmedcenter.com/physician/brannen-jodi-md/,Patient submitted,,United States
Sara Holzbauer De Castellanos,,Stephenville,Texas,TX,,,https://www.care.texashealth.org/Providers/THPG/Texas-Health-Womens-Care/ObstetricsGynecology/sara-holzbauerde-castellanos-do,Patient submitted,,United States
Kevin Huddleston,,Temple,Texas,TX,,,https://www.bswhealth.com/physician/kevin-huddleston,Patient submitted,,United States
Terri Scott,MD,The Woodlands,Texas,TX,,,https://www.stlukeshealth.org/find-a-doctor/1811085715-terri-scott,Patient submitted,,United States
Philip T Suarez,,Victoria,Texas,TX,,,http://www.vwca.com/suarez.html,Patient submitted,,United States
Tanya Seiler,,Victoria,Texas,TX,,,http://www.vwca.com/seiler.html,Patient submitted,,United States
Hannah Ermon,,Waco,Texas,TX,,,https://www.bswhealth.com/physician/hannah-ermon,,,United States
Hayley Voige,,Waco,Texas,TX,,,https://deerwoodwomen.com/about-us/meet-dr-voige/,Patient submitted,LGBTQ+ friendly,United States
Amanda Brumley,,Waxahachie,Texas,TX,,,https://www.whsnt.com/doctors/amanda-brumley/,,,United States
