full_name,credentials,city,state_full,state_code,province,country,website_url,submitted_by,comments,source_region
Aienne Wiggins-metcalf,,Charlotte,North Carolina,NC,,,https://www.novanthealth.org/pf/providers/1184144321/adrienne-wiggins-metcalf,,Accepts Medicaid,United States
Anna C. Raines,,Charlotte,North Carolina,NC,,,https://atriumhealth.org/provider-profile/anna-raines-1386271898?address_id=47346&search_url=https%3A%2F%2Fatriumhealth.org%2Flocations%2Fatrium-health-womens-care-eastover-obgyn%2Fmeet-the-team%3Fpage%3D2%235-Physician-16920&pnr%5B***-***-****%5D=Invalid,,,United States
Myers Park Ob/gyn,,Charlotte,North Carolina,NC,,,https://atriumhealth.org/locations/detail/atrium-health-myers-park-obgyn,,,United States
Laura K. Pekman,,Charlotte,North Carolina,NC,,,https://atriumhealth.org/provider-profile/laura-pekman-1083033161?address_id=4708,Patient submitted,,United States
Colleen Cardella,,Charlotte,North Carolina,NC,,,https://www.novanthealth.org/pf/providers/1528385218/colleen-cardella,,,United States
Rachel Jie Tang,,Charlotte,North Carolina,NC,,,https://atriumhealth.org/provider-profile/rachel-tang-1386273191?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB&address_id=47332,,,United States
Brooke A. Spangler,,Charlotte,North Carolina,NC,,,https://atriumhealth.org/provider-profile/brooke-spangler-1750910410?search_uuid=ab20f770-7f0c-4c0a-abde-519ad6bbacfa,Patient submitted,,United States
Nicholas J. Masciello,,Charlotte,North Carolina,NC,,,https://atriumhealth.org/provider-profile/nicholas-masciello-1770046344?search_uuid=ab20f770-7f0c-4c0a-abde-519ad6bbacfa,Patient submitted,,United States
Courtney Moynihan,,Charlotte,North Carolina,NC,,,https://atriumhealth.org/provider-profile/courtney-moynihan-1801233390,Patient submitted,,United States
Ashley Fento,,Charlotte,North Carolina,NC,,,https://www.novanthealth.org/pf/providers/1093125619/ashley-fento/about-me,,,United States
Daphne Capek,,Charlotte,North Carolina,NC,,,https://atriumhealth.org/provider-profile/daphne-capek-1306223425,,,United States
Katherine Menezes,,Charlotte,North Carolina,NC,,,https://www.novanthealth.org/pf/providers/1811428154/katherine-menezes/about-me,,,United States
Kristi Balavage,,Charlotte,North Carolina,NC,,,https://www.novanthealth.org/pf/providers/1104320563/kristi-balavage/about-me,,,United States
Mala Freeman-kwaku,,Charlotte,North Carolina,NC,,,https://www.novanthealth.org/pf/providers/1972582286/mala-freeman-kwaku/about-me,,,United States
Smitha Vilasagar,,Charlotte,North Carolina,NC,,,https://drvilasagar.com/,Patient submitted,,United States
Ginger A. Dickerson,,Charlotte,North Carolina,NC,,,https://atriumhealth.org/provider-profile/ginger-dickerson-1558385062/,Patient submitted ,,United States
Ingrid Bullard,,Charlotte,North Carolina,NC,,,https://www.novanthealth.org/pf/providers/1457334815/ingrid-bullard,Patient submitted,,United States
Sarah A. Pollock,,Charlotte,North Carolina,NC,,,https://atriumhealth.org/provider-profile/sarah-pollock-1912311762?search_uuid=ab20f770-7f0c-4c0a-abde-519ad6bbacfa&address_id=4710,,,United States
Jennie Jarvis Hauschka,,Charlotte,North Carolina,NC,,,https://www.tryonmed.com/doctor/jennie-jarvis-hauschka-md-facog/,Patient submitted ,,United States
Kaylee Vandommelen,,Charlotte & Matthews,North Carolina,NC,,,https://www.novanthealth.org/pf/providers/1063972180/kaylee-vandommelen,,,United States
Jennifer Mury,,Clayton,North Carolina,NC,,,https://findadoc.unchealthcare.org/nc/smithfield/jennifer-mury-md-300-s-third-st,,,United States
Brittian Beaver,,Concord,North Carolina,NC,,,,Patient submitted ,,United States
Kaci Farmer,,Concord,North Carolina,NC,,,https://atriumhealth.org/provider-profile/kaci-farmer-1174813513?address_id=2656,,,United States
Kimberly A. Newman,,Concord,North Carolina,NC,,,https://atriumhealth.org/provider-profile/kimberly-newman-1477574721?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,,,United States
Danielle Cohen,,Denver & Lincolnton,North Carolina,NC,,,https://atriumhealth.org/provider-profile/danielle-cohen-1619504784?address_id=87139,,"LGBTQ+ friendly, accepts Medicaid ",United States
Ankita Desai,,Durham,North Carolina,NC,,,,,,United States
Jonas Swartz,,Durham,North Carolina,NC,,,,,,United States
Lucy Schenkman,,Durham,North Carolina,NC,,,,,,United States
Nicolette Schreiber,,Durham,North Carolina,NC,,,,Patient submitted ,,United States
Jennifer B. Gilner,,Durham,North Carolina,NC,,,https://www.dukehealth.org/find-doctors-physicians/jennifer-b-gilner-md-phd,Patient submitted ,,United States
Elizabeth G. Motyka,,Durham,North Carolina,NC,,,https://www.forwomengyn.com/,Patient submitted,,United States
Henry N. Pleasant Jr.,,Durham,North Carolina,NC,,,https://www.dukehealth.org/find-doctors-physicians/henry-n-pleasant-jr-md,,,United States
Lucy M. Schenkman,,Durham,North Carolina,NC,,,https://www.dukehealth.org/find-doctors-physicians/lucy-m-schenkman-md,,,United States
Anea Dickerson,,Fayettesville,North Carolina,NC,,,,Patient submitted,,United States
Connette P. Mcmahon,,Fayetteville,North Carolina,NC,,,https://www.jonescenterforwomen.com/meet-our-doctors,Patient submitted,,United States
Michael R. Jones,,Fayetteville,North Carolina,NC,,,https://www.jonescenterforwomen.com/meet-our-doctors,Patient submitted,,United States
Ane Hall,,Fayetteville,North Carolina,NC,,,https://www.birthandwomenscare.com/our-practice/meet-our-providers/,Patient submitted ,,United States
"Alan ""shay"" Davis",,Fayetteville,North Carolina,NC,,,https://www.fwc.net/profile/alan-shay-davis/,,,United States
Erin Hartsell,,Gastonia,North Carolina,NC,,,,Patient submitted ,,United States
Carolin Haeusler Rossavik,,Gastonia,North Carolina,NC,,,https://caromonthealth.org/doctors/caromont-medical-group/carolin-haeusler-rossavik-do/,,,United States
Angela Y. Roberts,,Greensboro,North Carolina,NC,,,https://www.centralcarolinaobgyn.com/team/dr.-angela-y.-roberts,Patient submitted,,United States
Michelle L. Grewal,,Greensboro,North Carolina,NC,,,https://www.conehealth.com/find-a-doctor/doctor-profile/michelle-grewal/,,,United States
Kelly A. Fogleman,,Greensboro,North Carolina,NC,,,https://www.wendoverobgyn.com/kelly-a-fogleman,,,United States
Kelsey Smith,,Greensboro,North Carolina,NC,,,https://gsoobgyn.com/meet-our-providers/,,,United States
Dyanna Clark,,Greensboro,North Carolina,NC,,,https://gvobgyn.com/physicians/dyanna-clark-m-d/,,,United States
Melissa Davies,,Greensboro,North Carolina,NC,,,https://www.eaglemds.com/physicians-and-providers/melissa-davies-do/,Patient submitted ,,United States
Kelley Haven,,Greenville,North Carolina,NC,,,https://www.physicianseast.com/physician/kelley-haven/,Patient submitted,,United States
Jennifer L. Ferguson,,Greenville,North Carolina,NC,,,https://locations.ecuhealth.org/providers/details/1847/jennifer-ferguson-obstetrics__gynecology-greenville,,,United States
Kelley E. Haven,,Greenville,North Carolina,NC,,,https://locations.ecuhealth.org/Providers/details/1832/kelley-haven-obstetrics__gynecology-greenville?FreeText%3aFullname=kelley+haven,,,United States
Kori B. Whitley,,Greenville,North Carolina,NC,,,https://locations.ecuhealth.org/Providers/details/1322/kori-whitley-obstetrics__gynecology-greenville?FreeText%3aFullname=kori+whitley,,,United States
Scott R. Avery,,Greenville,North Carolina,NC,,,https://locations.ecuhealth.org/Providers/details/1455/scott-avery-obstetrics__gynecology-greenville?FreeText%3aFullname=scott+avery,,,United States
Kelley E. Haven,,Greenville,North Carolina,NC,,,https://locations.ecuhealth.org/Providers/details/1832,Patient submitted,,United States
Rebecca L. Skaret,,Hampstead,North Carolina,NC,,,https://www.wilmingtonhealth.com/providers/rebecca-l-skaret-md-facog/,Patient submitted,,United States
Anita Krishna Das,,Hendersonville,North Carolina,NC,,,https://www.myprivia.com/hvilleobgyn/providers/dr-krishna-das-md-facog,Patient submitted,,United States
Maridee Spearman,,Hendersonville,North Carolina,NC,,,https://www.unchealth.org/care-services/doctors/s/maridee-spearman-md-facog,Patient submitted,,United States
Jill Katherine Simon,MD,Hickory,North Carolina,NC,,,https://www.fryecarephysicians.com/provider/1124463336/jill-katherine-simon-md,,,United States
Abigail R. Gifford,,High Point,North Carolina,NC,,,https://www.wakehealth.edu/providers/g/abigail-rose-gifford,Patient submitted,,United States
Amy Bryant,,Hillsborough,North Carolina,NC,,,https://www.unchealth.org/care-services/doctors/b/amy-bryant-md-mscr,Patient submitted,,United States
Bridget Anne Tobin,,Holly Springs,North Carolina,NC,,,https://www.northcarolinaobgynmidwifery.com/about-obgyn-medical-office-raleigh/staff/,Patient submitted ,,United States
Chrisanne Roach,,Holly Springs,North Carolina,NC,,,https://www.northcarolinaobgynmidwifery.com/about-obgyn-medical-office-raleigh/staff/,Patient submitted,,United States
Bridget A. Tobin,,Holly Springs,North Carolina,NC,,,https://www.unchealth.org/care-services/doctors/t/bridget-anne-tobin-md,,,United States
Aunea Lynn Marra,,Huntersville,North Carolina,NC,,,https://atriumhealth.org/provider-profile/aundrea-marra-1285892448,Patient submitted,,United States
Jheel Shah,,Huntersville,North Carolina,NC,,,https://www.novanthealth.org/pf/providers/1396108411/jheel-shah,,,United States
Brianna S. Whittemore,,Jacksonville,North Carolina,NC,,,https://doctor.webmd.com/doctor/brianna-whittemore-3c9a0edd-5617-4b86-ac6c-4f1344c55964-overview,Patient submitted,,United States
Joseph L. Cooper,,Kenansville,North Carolina,NC,,,https://duplinobgyn.org/about/,,,United States
Meaghan M. Aalto,,Lexington & Thomasville,North Carolina,NC,,,https://www.novanthealth.org/pf/providers/1487940292/meaghan-aalto,,,United States
Kellen C. Goldschmidt,,Lincolnton,North Carolina,NC,,,https://atriumhealth.org/provider-profile/kellen-goldschmidt-1730568049?address_id=32735,Patient submitted,,United States
Ebony Parson,,Matthews,North Carolina,NC,,,https://www.novanthealth.org/pf/providers/1588950729/about-me,,,United States
Jessica Rhodes,DO,Mooresville,North Carolina,NC,,,,,,United States
Nicole S. Wellbaum,,Mooresville,North Carolina,NC,,,https://piedmonthealthcare.com/provider/wellbaum-nicole-s-md/,,,United States
Jessica Rhodes,,Mooresville,North Carolina,NC,,,https://lakeshorewomen.com/providers/,,,United States
Nailarashida Frye,,Mooresville,North Carolina,NC,,,https://piedmonthealthcare.com/provider/nailarashida-frye-md/,Patient submitted,,United States
Nicole Wellbaum,,Mooresville,North Carolina,NC,,,,,,United States
Nicole M. D'anea,,Morehead City,North Carolina,NC,,,https://carteretobgyn.com/meet-the-doctors/doctor-nicole-m-dandrea/,,,United States
Olivia J. Mccallum,,Morehead City,North Carolina,NC,,,https://carteretobgyn.com/meet-the-doctors/doctor-olivia-j-mccallum/,,,United States
Sheli Garrett-albaugh,,Morehead City,North Carolina,NC,,,https://carteretobgyn.com/meet-the-doctors/doctor-sheli-garrett-albaugh/,,,United States
Jeremy Belch,,New Bern,North Carolina,NC,,,https://easterncarolinawomens.com/jeremy-belch-md/,,,United States
Jeremy Belch,,New Bern,North Carolina,NC,,,https://easterncarolinawomens.com/jeremy-belch-md/,,,United States
Rolvix H. Patterson,,New Bern,North Carolina,NC,,,https://easterncarolinawomens.com/rolvix-h-patterson-md-facog/,,,United States
Cassana Hornbuckle,,North Wilkesboro,North Carolina,NC,,,https://www.wakehealth.edu/providers/h/cassandra-hornbuckle,Patient submitted,Transgender friendly ,United States
Michaela Beynon,,Oxford,North Carolina,NC,,,https://www.mariaparham.com/find-a-doctor/provider/1881117075,,,United States
Stephen Szabo,,Pinehurst,North Carolina,NC,,,https://pinehurstsurgical.com/providers/stephen-a-szabo-md-facog-facs/,Patient submitted,,United States
Abigail Hardin,,Raleigh,North Carolina,NC,,,,,,United States
Alan Segal,,Raleigh,North Carolina,NC,,,https://www.raleighob.com/meet-our-providers/alan-b-segal-md/,,,United States
Brian Brimmage,,Raleigh,North Carolina,NC,,,https://www.raleighob.com/meet-our-providers/brian-c-brimmage-md/,,,United States
Brooke Murphy,,Raleigh,North Carolina,NC,,,https://www.raleighob.com/provider/dr-murphy/,,,United States
Camaryn Chrisman-robbins,,Raleigh,North Carolina,NC,,,https://www.raleighob.com/meet-our-providers/camaryn-chrisman-robbins-md/,,,United States
Claire Sellars,,Raleigh,North Carolina,NC,,,https://capitalareaobgyn.com/providers/,,,United States
Jenifer Briscoe,,Raleigh,North Carolina,NC,,,https://www.raleighob.com/meet-our-providers/jenifer-r-briscoe-md/,,,United States
Joanna Evans,,Raleigh,North Carolina,NC,,,https://www.wakemed.org/provider/joanna-evans-md-ob-gyn,,,United States
Katie Brown,,Raleigh,North Carolina,NC,,,https://www.dukehealth.org/find-doctors-physicians/florence-k-brown-md,,,United States
Nan Wang,,Raleigh,North Carolina,NC,,,https://www.associatesinwomenshealthcare.net/,,,United States
Prashanti Aryal,,Raleigh,North Carolina,NC,,,,,,United States
Tanneisha S.barlow,,Raleigh,North Carolina,NC,,,https://findadoc.unchealthcare.org/nc/raleigh/tanneisha-s-barlow-md-4414-lake-boone-trail,,,United States
Tatiana Acosta,,Raleigh,North Carolina,NC,,,https://www.raleighob.com/provider/tatiana-acosta-md-mph/,,Speaks spanish,United States
Caledonia Buckheit,,Raleigh,North Carolina,NC,,,https://www.kmobgyn.com/provider/caledonia-buckheit/,,Speaks Spanish,United States
Jenna Beckham,,Raleigh,North Carolina,NC,,,https://www.wakemed.org/provider/jenna-beckham-md-msph-facog-ob-gyn,,,United States
Prashanti Aryal,,Raleigh,North Carolina,NC,,,https://wakewomenshealth.com/our-gynecologists/,,,United States
Corey S. Bolac,,Raleigh,North Carolina,NC,,,https://www.dukehealth.org/find-doctors-physicians/corey-s-bolac-md?utm_source=bing&utm_medium=local&utm_campaign=evergreen,,,United States
Jeffrey Sabolovic,,Rutherfordton,North Carolina,NC,,,https://atriumhealth.org/provider-profile/jeffrey-sabolovic-1053453399,,,United States
Hollis Konitzer,,Shelby,North Carolina,NC,,,https://atriumhealth.org/provider-profile/hollis-konitzer-1508270570?address_id=4772,,,United States
Katie Borders,,Shelby,North Carolina,NC,,,,,,United States
Martyn D. Woleben,,Whiteville,North Carolina,NC,,,https://doctor.webmd.com/doctor/martyn-woleben-dfae2b42-f646-4495-b635-1f203eee4950-overview,Patient submitted ,,United States
Jordan Hauck,,Wilmington,North Carolina,NC,,,https://www.wilmingtonhealth.com/providers/jordan-hauck-do/,,,United States
Todd Beste,,Wilmington,North Carolina,NC,,,https://www.novanthealth.org/pf/providers/1427040104/todd-beste,Patient submitted,,United States
Amanda Labenne,,Wilmington,North Carolina,NC,,,,,,United States
Lee Ann Garner,,Wilmington,North Carolina,NC,,,https://www.novanthealth.org/pf/providers/1699092346/lee-garner,Patient submitted ,,United States
Suzanne Fiscus,,Wilson,North Carolina,NC,,,https://wilsonobgyn.com/doctor/suzanne-fiscus/,Patient submitted,,United States
Kim Zander,MD,Winston Salem,North Carolina,NC,,,,,,United States
April Miller,,Winston-salem,North Carolina,NC,,,https://www.wakehealth.edu/providers/m/april-milan-miller,Patient submitted,,United States
Temple Steele,,Winston-salem,North Carolina,NC,,,https://www.novanthealth.org/pf/providers/1538522479/temple-steele/ratings,,,United States
Erik C. Usher,,Winston-salem,North Carolina,NC,,,https://www.lyndhurstgyn.com/providers/erik-c-usher-do/,Patient submitted,,United States
Laura Rankin,,Winston-salem And Lexington,North Carolina,NC,,,https://www.wakehealth.edu/providers/r/laura-rankin,,Speaks spanish,United States
Thomas J. Mcdonald,,Albemarle,North Carolina,NC,,,https://atriumhealth.org/provider-profile/thomas-mcdonald-1053319327,Patient submitted,,United States
Diana Spahlinger Mccarthy,,Cary,North Carolina,NC,,,https://www.wakemed.org/provider/diana-spahlinger-mccarthy-md-mph-facog-ob-gyn,Patient submitted,,United States
Landon Williams,,Cary,North Carolina,NC,,,https://tp4w.com/dr-landon-williams,,,United States
Anna C. Raines,,Charlotte,North Carolina,NC,,,https://atriumhealth.org/provider-profile/anna-raines-1386271898?address_id=47346,,,United States
Savannah Pena,,Charlotte,North Carolina,NC,,,https://www.novanthealth.org/pf/providers/1750812434/savannah-pena,Patient submitted,,United States
Mollie E. Kotzen,,Durham,North Carolina,NC,,,https://www.dukehealth.org/find-doctors-physicians/mollie-e-kotzen-md-mph?utm_source=google&utm_medium=local&utm_campaign=evergreen,,,United States
Tristan G. Sanz,,Winston-salem,North Carolina,NC,,,https://www.lyndhurstgyn.com/providers/tristan-g-sanz-md/,Patient submitted ,,United States
Heather Sandness Nelson,,Bismarck,North Dakota,ND,,,https://www.middakotaclinic.com/doctors/heather_sandnessnelson/,,,United States
Jessica Sedevie,,Bismarck,North Dakota,ND,,,https://www.sanfordhealth.org/doctors/jessica-sedevie,,,United States
Joshua Sayler,,Bismarck,North Dakota,ND,,,https://www.sanfordhealth.org/doctors/joshua-sayler,Patient submitted,,United States
Peter Klemin,,Bismarck,North Dakota,ND,,,https://www.sanfordhealth.org/doctors/peter-klemin,Patient submitted,,United States
Rachel Peterson,,Bismarck,North Dakota,ND,,,,,,United States
Rhonda Schafer-mclean,,Bismarck,North Dakota,ND,,,https://balancend.com/team-member/dr-rhonda-schafer-mclean/,Patient submitted ,,United States
Caitlin Pandolfo,,Fargo,North Dakota,ND,,,https://www.essentiahealth.org/find-doctor-provider/profile/caitlin-pandolfo/,,,United States
Jared Sander,,Fargo,North Dakota,ND,,,https://www.essentiahealth.org/find-doctor-provider/profile/jared-sander/,,,United States
Jedidiah Perkerewicz,,Fargo,North Dakota,ND,,,https://www.sanfordhealth.org/doctors/jedidiah-perkerewicz,Patient submitted,,United States
Lacey Krebsbach,,Fargo,North Dakota,ND,,,https://www.sanfordhealth.org/doctors/lacey-krebsbach,,,United States
Michaela Heller,,Fargo,North Dakota,ND,,,https://www.essentiahealth.org/find-doctor-provider/profile/michaela-heller/,,,United States
Tamara Jacobson,,Fargo,North Dakota,ND,,,https://www.sanfordhealth.org/doctors/tamara-jacobson?yxt_info=provider-EEEBC13D-D571-46AD-AC62-1A2E319C0CCE&y_source=1_MTk2NTM1NDItNDgzLWxvY2F0aW9uLndlYnNpdGU%3D,Patient submitted,,United States
Angela Strang,,Fargo,North Dakota,ND,,,,Patient submitted ,,United States
Jordan Coauette,,Fargo,North Dakota,ND,,,,,,United States
Joyoti Saha,,Fargo,North Dakota,ND,,,,Patient submitted ,,United States
Erica Argall,,Fargo,North Dakota,ND,,,https://www.sanfordhealth.org/doctors/erica-argall,Patient submitted ,,United States
Brenden Boe,,Grand Forks,North Dakota,ND,,,,,,United States
Pierre Barbot,,Grand Forks,North Dakota,ND,,,https://www.altru.org/find-a-provider/pierre-a-barbot-md/,Patient submitted,,United States
Jessie Fauntleroy,,Minot,North Dakota,ND,,,,Patient submitted ,,United States
Jon Dangerfield,,West Fargo,North Dakota,ND,,,https://www.sanfordhealth.org/doctors/jon-dangerfield,Patient submitted,LGBTQ+ friendly,United States
Christine Arnold,,Akron,Ohio,OH,,,https://physicians.summahealth.org/provider/Christine+M+Arnold/789493,,,United States
David Biats,,Akron,Ohio,OH,,,https://my.clevelandclinic.org/staff/24363-david-biats,Patient submitted,,United States
Jacqueline Zuponcic,,Akron,Ohio,OH,,,https://my.clevelandclinic.org/staff/24557-jacqueline-zuponcic,Patient submitted,,United States
Jessica Clemons,,Akron,Ohio,OH,,,,,,United States
Justin Wexler,,Akron,Ohio,OH,,,https://physicians.summahealth.org/provider/Justin+I+Wexler/2006564,,,United States
Marissa Levine,,Akron,Ohio,OH,,,https://my.clevelandclinic.org/staff/29566-marissa-levine,,,United States
Whitney Sommers,,Akron,Ohio,OH,,,,,,United States
Timothy Tulley Kermode,,Athens,Ohio,OH,,,,Patient submitted ,,United States
Daniel Hall,,Barberton,Ohio,OH,,,,Patient submitteed,,United States
Kathy Jender,,Bowling Green,Ohio,OH,,,https://www.woodcountyhospital.org/providers/kathy-jender-fnp-bc-msn,Patient submitted,,United States
Jay Hoppe,,Canton,Ohio,OH,,,,,,United States
Julie Yang,,Canton,Ohio,OH,,,,,,United States
Sara Lemin,,Canton,Ohio,OH,,,,,,United States
Sareena Singh,,Canton,Ohio,OH,,,https://aultmandocs.com/physicians/sareena-singh,,,United States
Caroline Peterson,,Centerville,Ohio,OH,,,https://ketteringphysiciannetwork.org/practicedoc.cfm?DID=676&p=190,Patient submitted,,United States
Michelle L. Durrant,,Centerville,Ohio,OH,,,https://doctors.premierhealth.com/provider/Michelle+Lee+Durrant/2552525?utmsource=bing&utmmedium=website&utmcampaign=kyruussoci,,,United States
Alan Altman,,Cincinnati,Ohio,OH,,,,Patient submitted ,,United States
Amanda Jackson,,Cincinnati,Ohio,OH,,,,,,United States
Anita Weisberger,,Cincinnati,Ohio,OH,,,https://www.thechristhospital.com/physician-details?Provider=D2V40JSN09,Patient submitted,,United States
Anna Stecher,,Cincinnati,Ohio,OH,,,,Patient submitted ,,United States
Betsy Leroy,,Cincinnati,Ohio,OH,,,https://directory.trihealthpho.com/provider/Elizabeth+LeRoy/775581,,,United States
Constance Wurzbacher,,Cincinnati,Ohio,OH,,,https://directory.trihealthpho.com/provider/Constance+A+Wurzbacher/775172,Patient submitted,,United States
Elizabeth Venard,,Cincinnati,Ohio,OH,,,,Patient submitted ,,United States
Jane Morris,,Cincinnati,Ohio,OH,,,,,,United States
Samantha Sinclair,,Cincinnati,Ohio,OH,,,https://www.thechristhospital.com/physician-details?Provider=%230012V6SBE,,"LGBTQ+ friendly, accepts Medicaid",United States
Shwetha Manoharan,,Cincinnati,Ohio,OH,,,https://directory.trihealthpho.com/provider/Shwetha+Manoharan/942986,Patient submitted,,United States
Lana R. Lange,,Cincinnati,Ohio,OH,,,https://www.thechristhospital.com/physician-details?Provider=S39K0M0MSQ,Patient submitted ,,United States
Marianne Dinapoli,,Cincinnati,Ohio,OH,,,,,,United States
Meredith Pensak,,Cincinnati,Ohio,OH,,,https://med.uc.edu/landing-pages/faculty-profile/Index/Pubs/pensakmj,Patient submitted,,United States
Molly Carey,,Cincinnati,Ohio,OH,,,,,,United States
Priya Gursahaney,,Cincinnati,Ohio,OH,,,https://med.uc.edu/education/medical-student-education/research/mentor-profile/Index/Pubs/gursahpa,Patient submitted,,United States
Stephanie Manolis,,Cincinnati,Ohio,OH,,,https://www.trihealth.com/provider/Stephanie-Manolis/774819,Patient submitted,,United States
Laura S. Van Wyck,,Cincinnati,Ohio,OH,,,https://www.thechristhospital.com/physician-details?Provider=%230010D2KAU,Patient submitted,,United States
Kathryn G. Calhoun,,Cincinnati,Ohio,OH,,,https://www.trihealth.com/provider/Kathryn-Guida-Calhoun/2639376,,,United States
Stephanie Manolis,,Cincinnati,Ohio,OH,,,https://directory.trihealthpho.com/provider/stephanie-manolis/774819,,,United States
Pratika Goparaju,,Cincinnati,Ohio,OH,,,https://www.trihealth.com/provider/Pratika-Goparaju/2625890,,,United States
Cynthia D. Okot-kotber,,Cincinnati,Ohio,OH,,,https://www.trihealth.com/provider/Cynthia-D-OkotKotber/2625882,,,United States
Chelsea K. Mckirnan,,Cincinnati,Ohio,OH,,,https://www.trihealth.com/provider/Chelsea-K-McKirnan/1597255,,,United States
David Goldfarb,,Circleville,Ohio,OH,,,https://www.ohiohealth.com/find-a-doctor/profile/1578557310/David-B-Goldfarb-MD,Patient submitted,,United States
Kara Konys,,Cleveland,Ohio,OH,,,https://www.metrohealth.org/physician/kara-konys-148601,,,United States
Steven A. Weight,,Cleveland,Ohio,OH,,,https://www.metrohealth.org/physician/steven-weight-035113,Patient submitted,,United States
Sarah R. Hershman,,Cleveland,Ohio,OH,,,https://my.clevelandclinic.org/staff/26196-sarah-hershman,,,United States
Jonathan Steer-massaro,,Cleveland,Ohio,OH,,,https://my.clevelandclinic.org/staff/30381-jonathan-steer-massaro,,,United States
Clodagh R. Mullen,,Cleveland,Ohio,OH,,,https://www.metrohealth.org/physician/clodagh-mullen-202834,Patient submitted,"LGBTQ+ friendly, speaks Spanish",United States
Sybil S. Sailofsky,,Cleveland,Ohio,OH,,,https://www.metrohealth.org/physician/sybil-sailofsky-181164,Patient submitted ,,United States
Lauren Bouchard,,Cleveland,Ohio,OH,,,https://my.clevelandclinic.org/staff/26257-lauren-bouchard,,,United States
Lynette Karth,,Cleveland (lakewood),Ohio,OH,,,https://my.clevelandclinic.org/staff/18139-lynnette-karth,Patient submitted,,United States
Allison Murphy,,Columbus,Ohio,OH,,,https://www.ohiohealth.com/find-a-doctor/profile/1962744060/Allison-M-Murphy-MD,,,United States
Brett Worly,,Columbus,Ohio,OH,,,https://wexnermedical.osu.edu/find-a-doctor/brett-worly-md-50255,Patient submitted,,United States
Erika Boothman,,Columbus,Ohio,OH,,,https://pwhealth.com/dr-erika-boothman,,,United States
Grant Sefton,,Columbus,Ohio,OH,,,https://www.ohiohealth.com/find-a-doctor/profile/1437699386/Jonathan-G-Sefton-DO,,,United States
Kamilah Dixon,,Columbus,Ohio,OH,,,,,,United States
Katherine Rivlin,,Columbus,Ohio,OH,,,,Patient submitted ,,United States
Michael Blumenfeld,,Columbus,Ohio,OH,,,https://wexnermedical.osu.edu/find-a-doctor/michael-blumenfeld-md-1192,Patient submitted,,United States
Shivkamini Somasundaram,,Columbus,Ohio,OH,,,https://www.ohiohealth.com/find-a-doctor/profile/1760437982/Shivkamini-Somasundaram-MD,Patient submitted ,,United States
Madison Labroo,,Columbus,Ohio,OH,,,https://wexnermedical.osu.edu/find-a-doctor/madison-labroo-md-113293,,,United States
Beth Lafont,,Columbus,Ohio,OH,,,,,,United States
Chanel L. Sinclair,,Columbus,Ohio,OH,,,https://columbusobgyn.com/provider/chanel-sinclair-md/,,,United States
Lindsey Grantham,,Columbus,Ohio,OH,,,https://wexnermedical.osu.edu/find-a-doctor/lindsey-grantham-md-71255,,,United States
Meenal Misal,,Columbus,Ohio,OH,,,https://wexnermedical.osu.edu/find-a-doctor/meenal-misal-md-125571,Patient submitted ,LGBTQ+ friendly ,United States
Brianne Plante,,Columbus,Ohio,OH,,,https://avinawomenscare.com/providers/brianne-plante-d-o/,Patient submitted,,United States
Jessica Guinness,,Columbus,Ohio,OH,,,https://avinawomenscare.com/providers/jessica-guinness-m-d/,Patient submitted,,United States
Anita P. Somani,,Columbus,Ohio,OH,,,https://www.ohiohealth.com/find-a-doctor/profile/1255387635/Anita-P-Somani-MD,Patient submitted ,,United States
Brienne N. Williford,,Columbus,Ohio,OH,,,https://www.ohiohealth.com/find-a-doctor/profile/1538457676/Brienne-N-Williford-MD,Patient submitted ,,United States
Kelly Tucker,,Columbus,Ohio,OH,,,https://wexnermedical.osu.edu/find-a-doctor/kelly-tucker-md-78998,Patient submitted,,United States
Elizabeth Orwick,,"Columbus, Dublin & Westerville",Ohio,OH,,,https://avinawomenscare.com/providers/elizabeth-orwick-m-d/,Patient submitted ,,United States
David Dhanraj,,Dayton,Ohio,OH,,,https://wrightstatephysicians.org/doctors/david-dhanraj/,,,United States
Huey & Weprin (all Doctors),,Dayton,Ohio,OH,,,https://www.hueyandweprin.com/doctors/,,,United States
Keith Reisinger-kindle,,Dayton,Ohio,OH,,,,,,United States
Kristen L. Caldwell,,Dayton,Ohio,OH,,,https://ketteringphysiciannetwork.org/searchdoc.cfm?ID=788,,,United States
Melanie Bukhari,,Dayton,Ohio,OH,,,https://doctors.premierhealth.com/provider/Melanie+J.+Bukhari/1805867,,,United States
Samantha Houser,,Dayton,Ohio,OH,,,https://farhillsobgyn.com/about/,Patient submitted,,United States
Shannon Mcafee D.o.,,Dayton,Ohio,OH,,,https://www.premierhealth.com/directory/profile/1609033125,,,United States
Kelly Nagy,,Dayton,Ohio,OH,,,,,,United States
Leesa A. Kaufman,,Dayton,Ohio,OH,,,https://doctors.premierhealth.com/provider/leesa+a.+kaufman/1780047,,,United States
Yangshu Linda Pan,,Dayton,Ohio,OH,,,https://doctors.premierhealth.com/provider/y-linda-pan/2298526,,LGBTQ+ friendly ,United States
